epoch,accuracy,loss,top2_accuracy,val_accuracy,val_loss,val_top2_accuracy,learning_rate,epoch_seconds,stage_seconds,pipeline_seconds
156,0.9593088030815125,0.11714599281549454,0.9903647303581238,0.9479747414588928,0.20439505577087402,0.9751021862030029,9.999999747378752e-05,78.14562235000085,12229.935742144,12230.599807614
157,0.9610607028007507,0.10968892276287079,0.9910017251968384,0.9494611620903015,0.20398849248886108,0.9758453965187073,9.999999747378752e-05,77.76541268300025,12307.708320316,12308.372385712
158,0.9611403346061707,0.11228585988283157,0.9908424615859985,0.9490895867347717,0.2040504664182663,0.9751021862030029,9.999999747378752e-05,77.12479830600023,12384.838772517,12385.502838003
159,0.9612995982170105,0.11689340323209763,0.9884535670280457,0.9468598961830139,0.20636382699012756,0.9751021862030029,9.999999747378752e-05,76.862690123,12461.70689023,12462.370955563
160,0.9600254893302917,0.1157703846693039,0.9896480441093445,0.9513192176818848,0.19918663799762726,0.9765886068344116,9.999999747378752e-05,78.23823315799928,12539.952293715,12540.616359219
161,0.9627329111099243,0.1140139177441597,0.9910017251968384,0.9502043724060059,0.20319154858589172,0.9758453965187073,9.999999747378752e-05,77.95784015499885,12617.917505458,12618.581570919
162,0.9626532793045044,0.11351805180311203,0.989170253276825,0.9450018405914307,0.21232381463050842,0.9754738211631775,9.999999747378752e-05,75.91059172700079,12693.835819257,12694.499884566
163,0.9589902758598328,0.12080268561840057,0.9892498850822449,0.9483463168144226,0.2033241242170334,0.9762170314788818,9.999999747378752e-05,74.12498569700074,12767.966132473,12768.630197986
164,0.9632903337478638,0.10784981399774551,0.9918776750564575,0.9464883208274841,0.20432649552822113,0.9769602417945862,9.999999747378752e-05,74.8624138640007,12842.83572913,12843.499794517
165,0.9612995982170105,0.10858239978551865,0.9919573068618774,0.9464883208274841,0.20236343145370483,0.9758453965187073,9.999999747378752e-05,74.23377972300113,12917.076761816,12917.740827246998
166,0.9649626016616821,0.10679798573255539,0.9905239939689636,0.9498327970504761,0.20842544734477997,0.9754738211631775,9.999999747378752e-05,73.28423854900029,12990.368518389,12991.032583953998
167,0.9618569612503052,0.11413836479187012,0.9903647303581238,0.9516907930374146,0.20011630654335022,0.9762170314788818,9.999999747378752e-05,75.10008915599974,13065.475726474,13066.13979196
168,0.9620958566665649,0.11173395812511444,0.990125834941864,0.9520624279975891,0.19757752120494843,0.9765886068344116,9.999999747378752e-05,76.70149940099873,13142.184424236,13142.848489584
169,0.9612995982170105,0.11320943385362625,0.9909220933914185,0.9483463168144226,0.20679670572280884,0.9758453965187073,9.999999747378752e-05,73.36510547299986,13215.555664332,13216.219729797
170,0.962016224861145,0.11045471578836441,0.9920369386672974,0.9513192176818848,0.2042989283800125,0.9762170314788818,9.999999747378752e-05,74.15138892600044,13289.714325419,13290.378390916
171,0.9620958566665649,0.10938500612974167,0.9910017251968384,0.9502043724060059,0.20578855276107788,0.9762170314788818,9.999999747378752e-05,73.98282576699967,13363.704489829,13364.368555448998
172,0.963051438331604,0.10948602855205536,0.9918776750564575,0.9505760073661804,0.2073182314634323,0.9754738211631775,9.999999747378752e-05,74.88776442500057,13438.597928065,13439.261993583
173,0.9655199646949768,0.1037728488445282,0.9925943613052368,0.9505760073661804,0.20695941150188446,0.9751021862030029,9.999999747378752e-05,73.42763985799866,13512.032971788,13512.69703734
174,0.9629718065261841,0.10918156057596207,0.9910813570022583,0.9483463168144226,0.20651976764202118,0.9743589758872986,9.999999747378752e-05,74.16395195599944,13586.203193552,13586.867259055
175,0.9596273303031921,0.11478745192289352,0.9917980432510376,0.9502043724060059,0.2008158415555954,0.9762170314788818,9.999999747378752e-05,75.01478989399948,13661.224218728,13661.888284365
176,0.9634495973587036,0.10531677305698395,0.9926739931106567,0.9490895867347717,0.206196129322052,0.9754738211631775,9.999999747378752e-05,73.14540196900089,13734.375565443,13735.039630980998
177,0.9632903337478638,0.10623225569725037,0.9916387796401978,0.9542920589447021,0.20266564190387726,0.9751021862030029,9.999999747378752e-05,74.13412832699942,13808.515533258,13809.179598734
178,0.9657588601112366,0.10259248316287994,0.9918776750564575,0.9524340629577637,0.20198357105255127,0.9751021862030029,9.999999747378752e-05,74.10201894999955,13882.623179661,13883.28724521
179,0.9618569612503052,0.10694491118192673,0.9913202524185181,0.9502043724060059,0.20467478036880493,0.9754738211631775,9.999999747378752e-05,74.70909780399961,13957.339775586,13958.003841022
180,0.9648033380508423,0.10860681533813477,0.9910017251968384,0.9498327970504761,0.2039642333984375,0.977331817150116,9.999999747378752e-05,75.3894796830009,14032.73485354,14033.398918997
181,0.9620958566665649,0.11205989867448807,0.9902054667472839,0.9490895867347717,0.2042338103055954,0.977331817150116,9.999999747378752e-05,73.5302573959998,14106.270442429,14106.934507965
182,0.9647237062454224,0.1037369817495346,0.9915591478347778,0.9472315311431885,0.20340102910995483,0.9765886068344116,9.999999747378752e-05,74.43020233900097,14180.706237986,14181.370303482
183,0.9648829698562622,0.10567662119865417,0.991399884223938,0.9483463168144226,0.20433509349822998,0.9758453965187073,9.999999747378752e-05,75.90063308000026,14256.612717924,14257.276783544
184,0.9658384919166565,0.10192880779504776,0.9913202524185181,0.9494611620903015,0.2063077688217163,0.9758453965187073,9.999999747378752e-05,75.44501941299859,14332.063937882,14332.728003235
185,0.964086651802063,0.10566484183073044,0.9909220933914185,0.9502043724060059,0.2100117951631546,0.973987340927124,9.999999747378752e-05,75.0258758330001,14407.09555994,14407.759625527
186,0.9627329111099243,0.10620107501745224,0.9912406206130981,0.9498327970504761,0.20571258664131165,0.9754738211631775,9.999999747378752e-05,74.13260042799993,14481.235506854,14481.899572065
187,0.966395914554596,0.09915719926357269,0.9927536249160767,0.9509475827217102,0.20176950097084045,0.9762170314788818,9.999999747378752e-05,73.61922889300149,14554.860833544,14555.524899077998
188,0.9624940156936646,0.10770007967948914,0.9910017251968384,0.9487179517745972,0.2059800624847412,0.9769602417945862,9.999999747378752e-05,74.41843070400137,14629.286738774,14629.950804498
189,0.9640070199966431,0.10413110256195068,0.9917184114456177,0.9498327970504761,0.19921670854091644,0.9769602417945862,9.999999747378752e-05,74.41859384999952,14703.710853579,14704.374919016998
190,0.965042233467102,0.10174650698900223,0.9920369386672974,0.9520624279975891,0.20781320333480835,0.9762170314788818,9.999999747378752e-05,74.28003169099975,14777.998720653,14778.662786169
191,0.9655199646949768,0.10479046404361725,0.9910017251968384,0.9502043724060059,0.20291054248809814,0.9758453965187073,9.999999747378752e-05,77.46033660100147,14855.464638232,14856.128703744
192,0.9656792283058167,0.10239283740520477,0.9921962022781372,0.9479747414588928,0.20481659471988678,0.9765886068344116,9.999999747378752e-05,77.62689008100097,14933.097221501,14933.761287015
193,0.964086651802063,0.10598112642765045,0.9915591478347778,0.9498327970504761,0.19974038004875183,0.9758453965187073,9.999999747378752e-05,75.62174786799915,15008.724858561,15009.388923695
194,0.9645644426345825,0.10288181900978088,0.9930721521377563,0.9479747414588928,0.20171010494232178,0.9758453965187073,9.999999747378752e-05,75.04783487299937,15083.779322203,15084.443387742
195,0.9661570191383362,0.09907809644937515,0.992435097694397,0.9490895867347717,0.20342925190925598,0.9769602417945862,9.999999747378752e-05,77.80090291099987,15161.588206319,15162.252271848
196,0.9651218056678772,0.10042239725589752,0.9921165704727173,0.9490895867347717,0.2038862109184265,0.9777034521102905,9.999999747378752e-05,77.35173393500008,15238.945441642,15239.60950697
197,0.9646440744400024,0.10115433484315872,0.9928332567214966,0.9494611620903015,0.2045186460018158,0.9780750870704651,9.999999747378752e-05,76.0397423559989,15314.992854802,15315.656920334
198,0.9659977555274963,0.100323386490345,0.9926739931106567,0.9479747414588928,0.2101708948612213,0.9780750870704651,9.999999747378752e-05,75.82688455099924,15390.825656753,15391.489722276
199,0.9681478142738342,0.09850964695215225,0.9933110475540161,0.9483463168144226,0.20492389798164368,0.9777034521102905,9.999999747378752e-05,75.16250189099992,15465.993995629,15466.658061077
200,0.966395914554596,0.0988132432103157,0.9928332567214966,0.9502043724060059,0.20388548076152802,0.9777034521102905,9.999999747378752e-05,76.36691124500067,15542.36882713,15543.032892566
